Tên,Giá máy mới,Giá máy cũ,CPU,RAM,Tốc độ CPU,Tốc độ tối đa,Loại RAM,Tốc độ Bus RAM,Số nhân,Số luồng,Kích thước màn hình,Ổ cứng,Công nghệ màn hình,Độ phân giải,Công nghệ âm thanh,Card đồ họa,Cổng giao tiếp,WiFi,Bluetooth,Camera,Hệ điều hành,Kích thước,Trọng lượng,Thông tin Pin,Khe đọc thẻ nhớ,Nhà bán,Là máy cũ
Apple MacBook Pro M1 2020 - 13 Inchs (8GB / 16GB - 256GB / 512GB) - Hàng Chính Hãng,31490000,0,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",8GB unified memory,,,,,,,13.3,256GB SSD,"LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 500 nits brightness; Wide color gamut (P3), True Tone technology",WQXGA (2560 x 1600),"Stereo speakers with high dynamic range, Three microphones, 3.5 mm Headphone jack",The 8-core GPU in M1 chip,"Two Thunderbolt 3 / USB 4 ports; Support for Charging, DisplayPort, ThunderBolt (up to 40Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",802.11ax WI-FI 6 wireless networking; IEEE 802.11a/b/g/n/ac compatible; Bluetooth 5.0 wireless technology,Bluetooth 5.0 wireless technology,720p FaceTime HD camera,MacOS,1.56 cm x 30.41 cm x 21.24 cm,1.4,"58.2-watt-hour lithium-polymer, 61W USB-C Power Adapter",,Tiki,0
Laptop Lenovo Ideapad Gaming 3 15IMH05 i7 10750H/8GB/512GB/4GB GTX1650Ti/120Hz/Win10 (81Y4013UVN) - Hàng chính hãng,25990000,0,Intel Core i7 Comet Lake - 10750H, 8 GB,2.6,5, DDR4 (2 khe),,,,,SSD 512 GB NVMe PCIeHỗ trợ khe cắm HDD SATA,Tấm nền IPS  Chống chói Anti-Glare  250 nits,, Dolby Audio, Card rời - NVIDIA GeForce GTX 1650Ti,Jack tai nghe 3.5 mm  2 x USB 3.2  HDMI  LAN (RJ45)  USB Type-C,Wi-Fi 6 (802.11ax),Bluetooth 5.0, HD webcam,"
Windows 10 Home SL",,2.2, 45 Wh,,Tiki,0
"Laptop Lenovo Ideapad Gaming 3 15IHU6 82K100FBVN (Core i7-11370H/ 8GB DDR4-3200Hz/ RTX 3050 4GB GDDR6/ 512Gb SSD M.2 2242 PCIe NVMe/ 15.6 FHD IPS, 120Hz/ Win10) - Hàng Chính Hãng",26679000,0,Intel Core i7-11370H 3.0GHz up to 4.8GHz 12MB,"	8GB (8x1) DDR4 3200MHz (2x SO-DIMM socket, up to 16GB SDRAM)",,,,,,,,512GB SSD M.2 2242 PCIe 3.0x4 NVMe (Còn trống 1 khe 2.5 SATA3),"IPS 250nits Anti-glare, 120Hz, 45% NTSC, DC dimmer",,"	Nahimic Audio","NVIDIA GeForce RTX 3050 4GB GDDR6 Boost Clock 1500 / 1740MHz, TGP 90W","1x USB-C 3.2 Gen 1 (support data transfer only), 2x USB 3.2 Gen 1, 1x HDMI 2.0, 1x RJ-45, 1x headphone / microphone combo jack (3.5mm), 1x power connector",802.11AX (2x2),v5.0,720p with Camera Shutter,,,2.25,3 Cell 45WHr,,Tiki,0
Apple MacBook Air M1 2020 - 13 Inchs (8GB / 16GB - 256GB / 512GB) - Hàng Chính Hãng,27490000,0,,8GB,,,,,,,,256GB,13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors 400 nits brightness; Wide color (P3); True Tone technology,,,The 7-core GPU in M1 chip,"Two Thunderbolt 3 ports (USB 4) with support for: Charging, Display, ThunderBolt (up to 40 Gbps), USB-C 3.1 Gen 2 (up to 10 Gbps)",802.11ax Wi-Fi 6 wireless networking,Bluetooth 5.0 wireless technology,720p FaceTime HD camera,,,,,,Tiki,0
Surface Pro 7 Core I5 Ram 8Gb Ssd 256Gb Brand New - Hàng chính hãng  ( giao màu ngẫu nhiên ),32890000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Surface Book 2 15 Inch Core I7 Ram 16Gb 512Gb (New) - Hàng chính hãng,58000000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop LG Gram 2021 16ZD90P-G.AX54A5 (Core i7-1165G7/ 8GB LPDDR4X/ 512GB SSD NVMe/ 16 WQXGA IPS/ NonOS) - Hàng Chính Hãng,38294000,0,"Intel 11th Generation i5(Quad Core) i5-1135G7 (2.4 GHz, Turbo up to 4.2 GHz, L3 Cache 8MB, 28 W) - QC",8GB LPDDR4X (Dual Channel),,,,,,,16,M.2(2280) Dual SSD slots - NVME:  512GB,"16.0""(40.6cm) WQXGA (2560*1600) IPS LCD, (Non-Touch), DCI-P3 99% (Typical, min 95%)",,HD Audio with DTS X Ultra,"Intel Iris Xe Graphics (i7,i5) ","HP-Out(4Pole Headset, US type), USB 3.2 Gen2x1 (x2), HDMI,  USB 4 Gen3x2 Type C (x2, with Power Delivery, Display Port, Thunderbolt 4)","Intel Wireless-AX201 (802.11ax, 2x2, Dual Band, BT Combo)",BT 5.1,HD Webcam with Dual Mic.,Non-OS,"
355.9 x 243.4 x 16.8 mm
14.01 x 9.58 x 0.66""
",1.19,80 Wh Li-Ion,UFS/ Micro SD,Tiki,0
Laptop HP Pavilion 15-eg0504TU 46M00PA (Core i7-1165G7/ 8GB DDR4 3200MHz/ 512GB PCIe NVMe M.2 SSD/ 15.6 FHD IPS/ Win10 + Office) - Hàng Chính Hãng,22039000,0,I7-1165G7,8GB,,4.7,DDR4,,,,,Ssd 512gb,,,,,"1 SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate",Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi, Bluetooth 5 combo,HP Wide Vision 720p HD camera with integrated dual array digital microphones,,,1.75,"3 Cell, 41WHr",,Tiki,0
Laptop Dell Vostro 5410 V4I5014W (I5-11300H/8GB/512GB PCIE/14.0FHD/WIN10/XÁM) - Hàng Chính Hãng,22089900,0,"Intel Core i5-11300H Tiger Lake 10nm SuperFin (2.6Ghz Up to 4.40 GHz, 4 Cores, 8 Threads, 8MB Cache)",,,,8GB DDR4 Buss 3200MH ( 2 khe cắm ) ,3200,,,14,512GB SSD NVMe,"Màn hình chống chói LED Backlight, WVA Display",,,,,Intel Wi-Fi 6 2x2 (Gig+),v5.1,,Win 10,17.02 mm x 321.27 mm x 212.80 mm,1.44,"4 Cell Battery, 54WHr",,Tiki,0
Laptop MSI Prestige 15 A11SCX-209VN (Core i7-1185G7/ 16GB (8GB x2) DDR4 3200MHz/ 512GB PCIe Gen4x4/ GTX 1650 4GB GDDR6 with Max-Q Design/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,32899000,0,Intel Core i7-1185G7 3.0GHz up to 4.8GHz 12MB,"16GB (8GB x2) DDR4 3200MHz (2x SO-DIMM socket, up to 32GB SDRAM)",,,,,,,15.6,512GB PCIe Gen4x4 (Còn trống 1 khe SSD M.2 PCIE Gen3x4),"15.6"" FHD (1920 x 1080) IPS, 60Hz, Thin Bezel, Anti-Glare with 72% NTSC, 100% sRGB",,Nahimic 3,NVIDIA GeForce GTX 1650 4GB GDDR6 with Max-Q Design,2x Type-C (USB4 / DP / Thunderbolt4) with PD charging; 1x (4K @ 60Hz) HDMI; 2x Type-A USB3.2 Gen2,Intel Wi-Fi 6 AX201 (2x2),v5.1,IR HD type (30fps@720p),Windows 10 Home,356.8 x 233.7 x 16.9 mm,1.69,4 Cell 82WHr,Micro SD Card Reader,Tiki,0
"Laptop Gigabyte G7 MD-71S1223SH (Core i7-11800H/ 16GB (8x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 3050Ti 4GB GDDR6/ 17.3 FHD IPS, 144Hz, 3ms/ Win10) - Hàng Chính Hãng",31990000,0,Intel Core i7-11800H ,"16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",2.3,4.6,DDR4,,,,17.3,"512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)","IPS, Anti-Glare with 72% NTSC, 100% sRGB, 144Hz, 3ms, 300nits",Full HD (1920 x 1080),DTS:X Ultra,"NVIDIA GeForce RTX 3050Ti 4GB GDDR6 Boost Clock 1500 MHz, Maximum Graphics Power 75 W","1x USB 3.2 Gen 2 Type-C, 1x USB3.2 Gen1 Type-A, 1x USB3.2 Gen2 Type-A, 1x USB2.0 Type-A, 1x HDMI 2.0 (with HDCP), 1x mini DP 1.4, 1x Audio combo jack, 1x Microphone jack, 1x DC-in Jack, 1x RJ-45","Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",V5.2,HD Camera,Windows 10 Home,395 x 262 x 25.9 (mm),2.5,4 Cell 48.96 WHrs,,Tiki,0
Laptop Dell VOS13 5310 YV5WY1 (i5-11300H/8GD4/512SSD/13.3FHD+/FP/4C54WHr/XÁM/W10SL+OFFICE  ST/LED_KB/ProSup) - Hàng Chính Hãng,21990000,0,11th Gen Intel Core i5-11300H Processor,8GB onboard LPDDR4,,,,,,,,512GB SSD PCIe (M.2 2230),13.3ʺ inch FHD+ (1920 x 1200) Wide-Viewing Angle ; Anti-glare,,Realtek High Definition Audio (speaker 2 x 2W),Intel Iris Xe Graphics,1 x USB 3.1 Gen 1 Type-A ; 1 x Thunderbolt 4 (Type-C) port with Power Delivery and DisplayPort  (primary-power port) ; 1 x Thunderbolt 4 (Type-C) port with Power Delivery and DisplayPort ; 1 x  HDMI ; 1 x Headphone/Microphone combo audio jac,802.11 ax,Bluetooth 5.1,HD Web Camera with array dual microphone,Windows 10 Home Single Language 64-bit + OFFICE Home and Student 2019,"


Kích thước & Trọng lượng
1. Chiều cao: 13,9 - 15,9 mm (0,55 ""- 0,625"") | 2. Chiều rộng: 296,78 mm (11,68 "") | 3. Chiều sâu: 210 mm (8,27"") | Trọng lượng khởi điểm: 1,25 kg (2,75 lb)


",1.215,,N/A,Tiki,0
Laptop ASUS ZenBook UX425EA-KI439T (Core i7-1165G7/ 16GB LPDDR4X 3200MHz/ 512GB SSD M.2 PCIE G3X2/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,28789000,0,Intel Core i7-1165G7 ,16GB,2.8,4.7,DDR4,,,,14,512GB,"IPS, Anti-Glare, 100% sRGB, 400nits",Full HD (1920 x 1080),Harman Kardon,Intel Iris Xe Graphics,"2x Thunderbolt 4 USB-C (up to 40Gbps), 1x USB 3.2 Gen 1 Type-A (up to 5Gbps), 1x Standard HDMI 2.0a",Intel WiFi 6 with Gig+ performance (802.11ax),v5.0,3D IR HD camera with Windows Hello support,Windows 10 Home,31.9 x 20.8 x 1.39 (cm),1.17,4 Cell 67WHr Lithium-Polymer,,Tiki,0
Laptop LG Gram 2021 17Z90P-G.AH78A5 (Core i7-1165G7/ 16GB LPDDR4X/ 1TB SSD NVMe/ 17 WQXGA IPS/ Win10) - Hàng Chính Hãng,52699000,0,Intel Core i7-1165G7,16GB (8GBx2),2.8,4.7,LPDDR4X,,,,17,"1TB PCIe NVMe M.2 SSD (2 slot, còn trống 1 khe M.2)","IPS, DCI-P3 99%",WQXGA (2560 x 1600),HD Audio with DTS:X Ultra,Intel Iris Xe Graphics,"2x USB 3.2 Gen2, 2x USB Type-C Thunderbolt 4, 1x HDMI",Intel Wi-Fi 6 AX201D2W,v5.1,HD Webcam with Dual Mic,Windows 10 Home,380.2 x 260.1 x 17.8 mm,1.35,80WHr 10.336mAh,"UFS, Micro SD",Tiki,0
"Laptop Acer Nitro 5 AN515 57 50FT i5 11400H/16GB/512GB/4GB RTX3050/15.6""F/144Hz/Balo/Win10/(NH.QD8SV.003)/Đen - Hàng chính hãng",26490000,0, Intel Core i5 Tiger Lake - 11400H,16 GB,2.7,2.7, DDR4 2 khe (1 khe 8GB + 1 khe 8GB),,,,,"SSD 512 GB NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)  Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)  Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",Tấm nền IPS  LED Backlit  Acer ComfyView Tần số quét 144Hz,," Acer TrueHarmony, DTS X:Ultra Audio", Card rời - NVIDIA GeForce RTX3050,Jack tai nghe 3.5 mm  3 x USB 3.2  HDMI  LAN (RJ45)  USB Type-C,Có,Có,HD webcam,"
Windows 10 Home SL",,2.2,4-cell Li-ion,,Tiki,0
"Laptop Dell Inspiron 15 3511 P112F001BBL ( Intel Core i5-1135G7, 4GB DDR4 2666MHz, 512GB M.2 PCIe NVMe SSD, 15.6"" FHD, Intel Iris Xe Graphics, BT 5.0, WLAN 802.11ac, Win10 Home SL, H&S 2019, 1Y, PremiumSupport ) Hàng Chính Hãng",18590000,0,"Intel Core i5-1135G7 (8MB Cache, 2.4GHz, Turbo Boost 4.2GHz)",,,,4GB (1x4GB) DDR4 2666MHz,2666,,,,512GB M.2 PCIe NVMe SSD,15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display,,,Intel(R) Iris Xe Graphics,,WLAN 802.11ac,BT 5.0,,Win10 Home SL,,,3 Cell 41WHr,,Tiki,0
Laptop HP Gaming VICTUS 16-e0177AX 4R0U9PA (AMD R5-5600H/ 8 GB DDR4-3200Mhz/ GTX 1650 4GB/ 512 GB PCIe NVMe M.2 SSD/ 16.1 FHD 144Hz/ Win10) - Hàng Chính Hãng,21989000,0,"	AMD Ryzen 5 5600H 3.3Gnz up to 4.2Ghz, 6 core 8 thread, L2 cache 3Mb, L3 cache 16Mb",8 GB DDR4-3200Mhz,,,,,,,16.1,"	512 GB PCIe NVMe M.2 SSD",,,Audio by B&O; Dual speakers; HP Audio Boost 1.0,"	NVIDIA GeForce GTX 1650 4GB",,Intel Wi-Fi 6 AX 201 (2x2),Bluetooth 5 Combo (Supporting Gigabit file transfer speeds),,,,2.46,"4-cell, 72 Wh Li-ion",,Tiki,0
Camera trước Oppo A5 2020 zin hãng,149000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop Lenovo ThinkPad T490s 20NXS00200 Core i7-8565U/ Dos (14 FHD IPS) - Hàng Chính Hãng,26500000,0,Intel Core i7,8GB,1.8,4.6,DDR4 2400MHz,2400,,,14,256GB,"IPS, Anti-Glare",Full HD (1920 x 1080),Dolby Audio Premium,Intel UHD Graphics 620,"2x USB 3.1, 1x USB 3.1 Gen 1 Type-C, 1x USB 3.1 Gen 2 Type-C / Intel Thunderbolt 3, HDMI, RJ-45, Finger Print",Intel Dual Band 8265 Wireless-AC (2x2),v4.1 with vPro,720p HD,Free DOS,,,3 Cell 57WHr,,Tiki,0
Compo tập nối ( có nhíp volum gắp trên 10d),699000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop Gigabyte AERO 15 OLED KD-72S1623GH (Core i7-11800H/ 16GB (8x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 3060 6GB GDDR6/ 15.6 UHD Samsung AMOLED/ Win10) - Hàng Chính Hãng,49990000,0,"	Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB","	16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",,,,,,,15.6,512GB SSD M.2 PCIE G3X4 (2 Slots),"Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)",,DTS:X Ultra,"NVIDIA GeForce RTX 3060 6GB GDDR6 Boost Clock 1530 MHz, Maximum Graphics Power 105 W","1x Thunderbolt 4 (Type-C) (Optional), 3x USB 3.2 Gen1 (Type-A), 1x HDMI 2.1, 1x mini DP 1.4, 1x 3.5mm Headphone/Microphone Combo Jack, 1x DC-in Jack, 1x RJ-45","	Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",v5.2,"	HD Camera","	Windows 10 Home",356 x 250 x 19.9 (mm),2,"	4 Cell 99 WHrs",,Tiki,0
Laptop Lenovo Yoga Slim 7 14ITL05 82A300A6VN (Core i7-1165G7/ 8GB DDR4 3200MHz Onboard/ 512GB M.2 2280 PCIe 4.0x4 NVMe/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,25459000,0,Intel Core i7-1165G7 ,8GB,2.8,4.7,DDR4,,,,14,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,"IPS, 300nits, Glossy, 100% sRGB",Full HD (1920 x 1080),Dolby Atmos Speaker,Intel Iris Xe Graphics,"2x USB 3.2 Type-A Gen 1 (one always on), 2x Thunderbolt 4 / USB 4 40 Gbps (w/ the function of PD 3.0 and DP 1.4), 1x HDMI 1.4b, 1x headphone / microphone combo jack",Wi-Fi 6 2x2 (802.11ax),v5.0,"IR & HD720p (1.0MP) camera with ToF sensor, fixed focus",Window 10 Home,320.6 x 208.18 x 14.9mm,1.36,4Cell 60.7Wh,MicroSD Card Reader,Tiki,0
Laptop HP 240 G8 519A4PA (Core i3-1005G1/ 4 GB DDR4/ 256 GB SSD PCIe NVMe/ 14 FHD/ Win10) - Hàng Chính Hãng,13499000,0,"Intel Core i3-1005G1 (4M Cache, 1.2 upto 3.4 GHz)",4 GB DDR4-3200 MHz RAM (1 x 4 GB),,,DDR4,,,,14,1 x 256 GB PCIe NVMe M.2 SSD,"Narrow bezel, anti-glare, 250 nits, 45% NTSC",Full HD (1920 x 1080),"Stereo speakers, integrated digital microphone",Intel UHD Graphics for 10th Gen Intel Processors,"2 x USB 3.1 Gen 1 Type-A, 1 x USB 3.1 Gen 1 Type-C, 1 x HDMI 1.4, 1 headphone/microphone combo",Realtek 802.11a/b/g/n/ac (1x1),Bluetooth 4.2,720p HD camera,Windows 10 Home 64 bit,32.4 x 22.59 x 1.99 cm,1.47,"Li-ion 3 cell, 41 Wh",,Tiki,0
Laptop HP Gaming VICTUS 16-e0175AX 4R0U8PA (AMD R5-5600H/ 8 GB DDR4-3200Mhz/ RTX 3050 4GB/ 512 GB PCIe NVMe M.2 SSD + 32GB SSD/ 16.1 FHD 144Hz/ Win10) - Hàng Chính Hãng,23399000,0,"AMD Ryzen 5 5600H 3.3Gnz up to 4.2Ghz, 6 core 8 thread, L2 cache 3Mb, L3 cache 16Mb",8 GB,,,DDR4,,,,16.1,512 GB PCIe NVMe M.2 SSD,,Full HD (1920 x 1080),Audio by B&O; Dual speakers; HP Audio Boost 1.0,NVIDIA GeForce GTX 1650 4GB,,Wi-Fi 6 AX 201 (2x2),Bluetooth 5 Combo (Supporting Gigabit file transfer speeds),HP Wide Vision HD camera with integrated dual array digital microphone,Windows 10 Home Single Language 64,37x26x2.35cm,2.46,"4-cell, 72 Wh Li-ion",Có,Tiki,0
Lenovo IdeaPad 5 14ALC05 - R7-5700U | 8GB | 512GB SSD - Hàng Chính Hãng,18690000,0,"AMD Ryzen 7 5700U, 8 nhân 16 luồng, 8MB L3 Cache, 1.8 GHz lên đến 4.3GHz","8GB Onboard, DDR4 3200MHz",,,,,,,,512 GB M.2 2242 PCIe 3.0x4 NVMe,"14-inch, FHD (1920 x 1080), IPS 300nits Anti-glare, 45% NTSC",,"Stereo speakers, 2W x2, Dolby Audio, High Definition (HD) Audio, Realtek ALC3287 codec, Microphone 2x, Array",Tích hợp,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2), 1 x HDMI 1.4b","802.11ac 2x2 Wi-Fi + Bluetooth 5.0, M.2 card",v5.0,720p with Privacy Shutter,Windows 10 Home 64,,1.39,Lithium-ion 3 Cell 44.5Wh,4-in-1 Card Reader,Tiki,0
"Laptop Gigabyte AORUS 15P KD-72S1223GH (Core i7-11800H/ 16GB (8x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 3060 8GB GDDR6/ 15.6 FHD IPS, 240Hz/ Win10) - Hàng Chính Hãng",45990000,0,Intel Core i7-11800H,"16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",2.3,4.6,DDR4,,,,15.6,512GB SSD M.2 PCIE G3X4 (2 Slots),"IPS-level Anti-glare Display LCD (240Hz, 72% NTSC)",Full HD (1920 x 1080),DTS:X Ultra,"NVIDIA GeForce RTX 3060 8GB GDDR6 Boost Clock 1605 MHz, Maximum Graphics Power 115 W","1x Thunderbolt 4 (Type-C) (Optional), 3x USB 3.2 Gen1 (Type-A), 1x HDMI 2.1, 1x mini DP 1.4 1x 3.5mm Headphone/Microphone Combo Jack, 1x DC-in Jack, 1x RJ-45","Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",V5.2,,Windows 10 Home,357 x 244 x27 (mm),2.2,4 Cell 99 WHrs,UHS-II SD Card Reader (Optional),Tiki,0
Apple MacBook Pro 2020 M1 - 13 Inchs (Apple M1/ 16GB/ 512GB) - Hàng Chính Hãng,44990000,0, Apple M1,16 GB,,,,,,,13.3,512 GB,13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors,,"Dolby Atmos, Loa kép (2 kênh)",Card tích hợp - 8 nhân GPU,"2 x Thunderbolt 3 (USB-C), Jack tai nghe 3.5 mm",Wi-Fi 6 (802.11ax),Bluetooth 5.0 wireless technology,720p FaceTime HD camera,MacOS,Ngang 30.41 x Dày 1.56 x Sâu 21.24 cm,,,,Tiki,0
Laptop MSI Katana Gaming GF66 11UC i7 11800H/8GB/512GB/4GB RTX3050/144HzBalo/Win10 (224VN) - Hàng chính hãng,29790000,0,Intel Core i7 Tiger Lake - 11800H, 8 GB,2.3,4.6,DDR4 2 khe (1 khe 8GB + 1 khe rời),,,,,SSD 512 GB NVMe PCIeKhông hỗ trợ khe cắm SSD M2 mở rộng thêm,LED/ Tấm nền IPS,, Nahimic Audio, Card rời - NVIDIA GeForce RTX3050, Jack tai nghe 3.5 mm  2 x USB 3.2  HDMI  LAN (RJ45)  USB 2.0  USB Type-C,Wi-Fi 6 (802.11ax),Bluetooth 5.2,HD webcam,Windows 10 Home SL,,2.1,"3-cell Li-ion, 53 Wh",,Tiki,0
LAPTOP CHROMEBOOK TOUCH (NL6D) - Hàng Chính Hãng,11500000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
Laptop Gigabyte AERO 15 OLED YD-73S1624GH (Core i7-11800H/ 16GB (8x2) DDR4 3200MHz/ 1TB SSD M.2 PCIE G3X4/ TX 3080 8GB GDDR6/ 15.6 UHD Samsung AMOLED/ Win10) - Hàng Chính Hãng,76990000,0,"	Intel Core i7-11800H 2.3GHz up to 4.6GHz 24MB","16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",,,,,,,15.6,1TB SSD M.2 PCIE G3X4 (2 Slots),"Samsung AMOLED Display (VESA DisplayHDR 400 True Black, 100% DCI-P3)",,"	DTS:X Ultra","	NVIDIA GeForce RTX 3080 8GB GDDR6 Boost Clock 1245 MHz, Maximum Graphics Power 105 W","1x Thunderbolt 4 (Type-C) (Optional), 3x USB 3.2 Gen1 (Type-A), 1x HDMI 2.1, 1x mini DP 1.4, 1x 3.5mm Headphone/Microphone Combo Jack, 1x DC-in Jack, 1x RJ-45","	Intel AX201 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",V5.2,"	HD Camera","	Windows 10 Home",356 x 250 x 19.9 (mm),2,4 Cell 99 WHrs,,Tiki,0
Laptop HP Pavilion 15-eg0506TXi5-1135G7/8GD4/512GSSD/15.6FHD/Bạc/W10SL/2G_MX450(46M05PA)-Hàng chính hãng,22200000,0,,,,,,,,,,,,,,,,,,,,,,,,Tiki,0
"Laptop Gigabyte G5 MD-51S1123SH (Core i5-11400H/ 16GB (8x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 3050Ti 4GB GDDR6/ 15.6 FHD IPS, 144Hz, 3ms/ Win10) - Hàng Chính Hãng",29990000,0,Intel Core i5-11400H,"16GB (8x2) DDR4 3200MHz (2x SO-DIMM socket, up to 64GB SDRAM)",2.7,4.5,DDR4,,,,15.6,"512GB SSD M.2 PCIE G3X4 (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)","IPS, Anti-Glare with 72% NTSC, 100% sRGB, 144Hz, 3ms, 300nits",Full HD (1920 x 1080),DTS:X Ultra,"NVIDIA GeForce RTX 3050Ti 4GB GDDR6 Boost Clock 1500 MHz, Maximum Graphics Power 75 W","1x USB 3.2 Gen 2 Type-C, 1x USB3.2 Gen1 Type-A, 1x USB3.2 Gen2 Type-A,1x USB2.0 Type-A, 1x HDMI 2.0 (with HDCP), 1x mini DP 1.4, 1x Audio combo jack, 1x Microphone jack, 1x DC-in Jack, 1x RJ-45","Intel AX200 Wireless (802.11ax, a/b/g/n/ac/ax compatible)",V5.2,HD Camera,Windows 10 Home,361 x 258 x 24.9 (mm),2.2,4 Cell 48.96 WHrs,,Tiki,0
Laptop Dell Vostro 3400 V4I7015W (i7 1165G7/8GB/512GB/2GB MX330/Win10) - Hàng Chính Hãng,23290000,0,Intel Core i7 Tiger Lake 1165G7,,2.8,4.7,8GB DDR4 3200Mhz,3200,,,,512Gb SSD NVMe,"14"" Full HD (1920 x 1080) Chống chói Anti Glare",,,"Card rời - NVIDIA GeForce MX330, 2 GB",,Wi-Fi 802.11 a/b/g/n/ac,Bluetooth 5.0,,Windows 10 Home SL,"
Kích thước & Trọng lượng


Chiều cao: 0,71 ""- 0,78"" (18,1 mm - 19,0 mm)
Chiều rộng: 12,94 ""(328,7 mm
Chiều sâu: 9,43"" (239,5 mm)
Trọng lượng khởi điểm: 1,59 kg (3,49 lb) 
",,"3-cell Li-ion, 42 Wh",,Tiki,0
"Microsoft Surface Laptop 3 (Core i5-1035G7/13"") - Hàng Nhập Khẩu",24490000,0,Quad-core 10th Gen Intel Core i5-1035G7 Processor,8 GB,,, LPDDR4x RAM,,,,13,128GB,"PixelSense, Kính cường lực Gorilla Glass 3",2256 x 1504 pixels,,Intel Iris Plus Graphics,"1 x USB-C, 1 x USB-A, 3.5 mm headphone jack, 1 x Surface Connect port, Compatible with Surface Dial off-screen interaction*",Wi-Fi 802.11 a / b / g / n / ac,5,"Chính: 720p HD, Windows Hello; Phụ: 10 MP, quay video Full HD",Windows 10 Home,308.1 x 223.27 x 14.48 mm,1.283,,,Tiki,0
Laptop Dell Vostro 3405 V4R53500U001W (Ryzen 5-3500U/4GB/256GB PCIE/14.0 FHD/WIN 10/ĐEN) - Hàng Chính Hãng,15990000,0,"AMD Ryzen 5-3500U, 2.10GHz upto 3.70GHz, 4 MB cache, 4 cores 8 threads",,,,4GB DDR4 2400Mhz,2400,,,14,256GB SSD M2 PCIe NVMe,14.0 inch FHD (1920 x 1080) Anti-Glare,,,,,802.11ac 1x1 WiFi,v5.0,,Windows 10 SL,32.8 x 23.9 x 1.99 cm,1.64,3 cell - 45Whr,,Tiki,0
Microsoft Surface Laptop Core i5 / Win10 S 13.5 inch 8GB RAM (Đỏ) - Hàng Nhập Khẩu,27700000,0,Intel Core i5,8GB,,,,,,,13.5,256GB,IPS LCD,2256 x 1504 pixels,Omnisonic speakers with Dolby® Audio™ Premium,Intel HD Graphics 620 ,"USB 3.0, microSD, headphone/mic jack 3.5mm, Mini DisplayPort, Cover port, Surface Connect",802.11ac Wi-Fi wireless networking; IEEE 802.11a/b/g/n compatible,Bluetooth 4.0 LE wireless technology,720p HD camera (front-facing),Window 10 S (Có thể nâng cấp Windows 10 Pro),(Dài x Rộng x Dày) 308.1 x 223.27 x 14.48 mm,1.25,Đang cập nhật,,Tiki,0
